Cluster,name,capacity,,,,,
SOLAR_4,TAMARICO_FV,144.7,,,,,
SOLAR_4,TIERRA_FV,8,,,,,
SOLAR_4,TOLEDO_2_FV,9,,,,,
SOLAR_4,TRAVESIA_FV,9,,,,,
SOLAR_4,Tres Cruces,116,,,,,
SOLAR_4,URIBE_SOLAR_FV,50,,,,,
SOLAR_4,USYA_FV,55,,,,,
SOLAR_4,VALLE_ALEGRE_FV,2.8,,,,,
SOLAR_4,VICTORIA_FV,9,,,,,
SOLAR_4,VILLA_ALEMANA_FV,2.7,,,,,
SOLAR_4,VILLA_MOSCOSO_FV,3,,,,,
SOLAR_5,ALBOR_FV,5.2,,,,,
SOLAR_5,ALCALDESA_FV,6,,,,,
SOLAR_5,ALCAZAR_FV,9,,,,,
SOLAR_5,AMPARO_DEL_SOL_FV,3,,,,,
SOLAR_5,ANGOL_1_FV,2.9,,,,,
SOLAR_5,ATACALCO_1_FV,3,,,,,
SOLAR_5,AVELLANO_FV,6,,,,,
SOLAR_5,AVEL_FV,9,,,,,
SOLAR_5,BALLOTA_FV,6,,,,,
SOLAR_5,BERRUECO_FV,9,,,,,
SOLAR_5,BICENTENARIO_FV,2.8,,,,,
SOLAR_5,BLU_FV,4.8,,,,,
SOLAR_5,BULNES_FV,9,,,,,
SOLAR_5,BULNES_LOS_BARONES_FV,2.9,,,,,
SOLAR_5,CABRERO_FV,9,,,,,
SOLAR_5,CANCURA_2_FV,2.8,,,,,
SOLAR_5,CANELILLO_LONCOCHE_FV,9,,,,,
SOLAR_5,CANQUEN_FV,3,,,,,
SOLAR_5,CARACOLES_FV,2.7,,,,,
SOLAR_5,CATAN_SOLAR_FV,3,x,,,,
SOLAR_5,CATO_FV,2.6,,,,,
SOLAR_5,CAUQUENES_FV,3,,,,,
SOLAR_5,CAUQUENES_PILEN_BIS_FV,3,,,,,
SOLAR_5,CENTAURO_FV,9,,,,,
SOLAR_5,CE_CANTERAS_FV,9,,,,,
SOLAR_5,CHACAICO_FV,9,,,,,
SOLAR_5,CHAPIN_FV,3,,,,,
SOLAR_5,CHILCA_FV,3,,,,,
SOLAR_5,CHILLAN_CONFLUENCIA_3_FV,3,,,,,
SOLAR_5,CHILLAN_HUAMBALI_HIPER_FV,3,,,,,
SOLAR_5,CHILLAN_SAN_CARLOS_2_FV,3,,,,,
SOLAR_5,CHILLAN_VICENTE_MENDEZ_FV,3,,,,,
SOLAR_5,CHUCAO_FV,2.7,,,,,
SOLAR_5,CIPRES_FV,9,,,,,
SOLAR_5,COCHARCAS_FV,2.8,,,,,
SOLAR_5,COIHUE_FV,9,,,,,
SOLAR_5,COLIBRI_FV,9,,,,,
SOLAR_5,CORTIJO_FV,9,,,,,
SOLAR_5,COTORRA_FV,3,,,,,
SOLAR_5,COYUNCHE_FV,2.7,,,,,
SOLAR_5,CUZCUZ_FV,3,,,,,
SOLAR_5,DADINCO_FV,3,,,,,
SOLAR_5,DONA_REGINA_FV,2.6,,,,,
SOLAR_5,DONA_VICTORIA_FV,2.8,,,,,
SOLAR_5,DONIHUE_FV,7.5,,,,,
SOLAR_5,DON_GERARDO_FV,2.8,,,,,
SOLAR_5,DON_MARTIN_FV,2.8,,,,,
SOLAR_5,DUQUECO_FV,9,,,,,
SOLAR_5,ELVIRA_7B_FV,4,,,,,
SOLAR_5,ELVIRA_7_FV,5,,,,,
SOLAR_5,EL_CAIQUEN_FV,9,,,,,
SOLAR_5,EL_CERNICALO_1_FV,1.5,,,,,
SOLAR_5,EL_CERNICALO_2_FV,1.5,,,,,
SOLAR_5,EL_CONQUISTADOR_FV,2.5,,,,,
SOLAR_5,EL_DIVISADERO_FV,3,,,,,
SOLAR_5,EL_OLIVAR_FV,9,,,,,
SOLAR_5,EL_PIUQUEN_FV,3,,,,,
SOLAR_5,EL_RACO_FV,2.9,,,,,
SOLAR_5,EL_RESPLANDOR_FV,2.63,,,,,
SOLAR_5,EL_TIUQUE_FV,1.5,,,,,
SOLAR_5,EL_TRILE_FV,9,,,,,
SOLAR_5,ESMERALDA_6_FV,6,,,,,
SOLAR_5,FOTOVOLTAICA_ESMERALDA_FV,3,,,,,
SOLAR_5,FRANGEL_FV,9,,,,,
SOLAR_5,FULGOR_FV,2.6,,,,,
SOLAR_5,FV_Charrua01,0,,,,,
SOLAR_5,GENOVA_FV,9,,,,,
SOLAR_5,GRANADA_FV,9,,,,,
SOLAR_5,GUINDO_SANTO_FV,9,,,,,
SOLAR_5,HUAPE_FV,2.8,,,,,
SOLAR_5,HUMBERTITO_FV,5,,,,,
SOLAR_5,HURTADO_FV,2.7,,,,,
SOLAR_5,ILLAPEL_5_FV,3,,,,,
SOLAR_5,IMPERIAL_FV,9,,,,,
SOLAR_5,ITIHUE_FV,9,,,,,
SOLAR_5,KALI_FV,2.7,,,,,
SOLAR_5,LAJA_FV,9,,,,,
SOLAR_5,LARQUI_SOLAR_FV,9,,,,,
SOLAR_5,LAS_CATITAS_FV,9,,,,,
SOLAR_5,LAS_LECHUZAS_FV,3,,,,,
SOLAR_5,LAS_MOLLACAS_FV,2.8,,,,,
SOLAR_5,LAS_PALOMAS_FV,3,,,,,
SOLAR_5,LAS_TORTOLAS_FV,3,,,,,
SOLAR_5,LA_BLANQUINA_1_FV,9,,,,,
SOLAR_5,LA_LAJUELA_FV,6.6,,,,,
SOLAR_5,LA_PALMA_FV,9,,,,,
SOLAR_5,LA_PERLA_FV,5,,,,,
SOLAR_5,LA_QUINTA_SOL_SUR_FV,9,,,,,
SOLAR_5,LA_VENDIMIA_FV,9,,,,,
SOLAR_5,LA_VICTORIA_FV,9,,,,,
SOLAR_5,LGS_FV,3,,,,,
SOLAR_5,LINARES_2_FV,3,,,,,
SOLAR_5,LINARES_FV,1.5,,,,,
SOLAR_5,LINARES_SAN_ANTONIO_FV,2.9,,,,,
SOLAR_5,LINARES_SOLAR_FV,9,,,,,
SOLAR_5,LINARES_VDN_FV,3,,,,,
SOLAR_5,LOMAS_COLORADAS_FV,2,,,,,
SOLAR_5,LOS_LIBERTADORES_FV,8,,,,,
SOLAR_5,LOS_PATOS_FV,3,,,,,
SOLAR_5,LOS_SAUCES_1_FV,3,,,,,
SOLAR_5,LOS_SAUCES_2_FV,3,,,,,
SOLAR_5,LOS_TOLDOS_FV,3,,,,,
SOLAR_5,LUCE_SOLAR_FV,2.9,,,,,
SOLAR_5,LUCUMO_FV,3,,,,,
SOLAR_5,LUNA_DEL_NORTE_FV,2.96,,,,,
SOLAR_5,LUNA_FV,2.68,,,,,
SOLAR_5,MARIA_DOLORES_FV,9,,,,,
SOLAR_5,MECO_CHILLAN_FV,6,,,,,
SOLAR_5,MERCURIO_SUR_FV,3,,,,,
SOLAR_5,MIRACEA_FV,9,,,,,
SOLAR_5,MOSTAZAL_FV,9,,,,,
SOLAR_5,MOYA_FV,9,,,,,
SOLAR_5,MULCHEN_SANTA_BARBARA_FV,9,,,,,
SOLAR_5,MUTUPIN_FV,9,,,,,
SOLAR_5,NANCO_FV,2.8,,,,,
SOLAR_5,NIQUEN_FV,3,,,,,
SOLAR_5,ORION_FV,3,,,,,
SOLAR_5,PACHIRA_FV,9,,,,,
SOLAR_5,PARQUE_ESTELAR_1_FV,3,,,,,
SOLAR_5,PARQUE_QUILLECO_FV,2.7,,,,,
SOLAR_5,PARQUE_SANTA_LUISA_FV,9,,,,,
SOLAR_5,PARRONAL_2_FV,9,,,,,
SOLAR_5,PEGASUS_FV,3,,,,,
SOLAR_5,PELLIN_FV,9,,,,,
SOLAR_5,PEQUEN_CHOLGUAN_FV,9,,,,,
SOLAR_5,PEUMO_FV,9,,,,,
SOLAR_5,PICHON_FV,3,,,,,
SOLAR_5,PICURIO_FV,3,,,,,
SOLAR_5,PLAYERITO_FV,3,,,,,
SOLAR_5,PLAYERON_FV,3,,,,,
SOLAR_5,PLAYERO_FV,3,,,,,
SOLAR_5,PMG_CAUQUENES_FV,9,,,,,
SOLAR_5,POMUYETO_SOLAR_FV,3,,,,,
SOLAR_5,PUEBLO_SECO_FV,9,,,,,
SOLAR_5,PUELCHE_FV,2.6,,,,,
SOLAR_5,QUEULE_FV,7,,,,,
SOLAR_5,QUILLEN_FV,2.8,,,,,
SOLAR_5,QUILMO_BULNES_FV,5.2,,,,,
SOLAR_5,QUILMO_FV,9,,,,,
SOLAR_5,RARI_FV,7.7,,,,,
SOLAR_5,RATULEMUS_FV,3,,,,,
SOLAR_5,RENAICO_1_FV,3,,,,,
SOLAR_5,RIO_MAULE_FV,9,,,,,
SOLAR_5,SANTA_BARBARA_FV,9,,,,,
SOLAR_5,SANTA_CLARA_FV,3,,,,,
SOLAR_5,SANTA_ESTER_FV,3,,,,,
SOLAR_5,SANTA_EUGENIA_FV,2.9,,,,,
SOLAR_5,SANTA_EULALIA_FV,5.5,,,,,
SOLAR_5,SANTA_JULIA_ANDINA_FV,9,,,,,
SOLAR_5,SANTA_LUISA_FV,2.6,,,,,
SOLAR_5,SANTA_PAMELA_FV,7.7,,,,,
SOLAR_5,SANTA_RITA_FV,2.7,,,,,
SOLAR_5,SAN_ALBERTO_FV,9,,,,,
SOLAR_5,SAN_ANTONIO_1_FV,4,,,,,
SOLAR_5,SAN_ANTONIO_FV,9,,,,,
SOLAR_5,SAN_BERNARDO_FV,9,,,,,
SOLAR_5,SAN_CARLOS_FV,2.6,,,,,
SOLAR_5,SAN_EDUARDO_FV,2.7,,,,,
SOLAR_5,SAN_EUGENIO_FV,9,,,,,
SOLAR_5,SAN_FRANCISCO_PARRAL_FV,2.5,,,,,
SOLAR_5,SAN_JOSE_FV,3,,,,,
SOLAR_5,SAN_YOLANDO_FV,9,,,,,
SOLAR_5,SATURNO_NORTE_FV,4.5,,,,,
SOLAR_5,SC_FLOR_DEL_LLANO_FV,4.9,,,,,
SOLAR_5,SGT_CHOLGUAN_FV,2.2,,,,,
SOLAR_5,SGT_TUCAPEL_FV,6.8,,,,,
SOLAR_5,SOL_DEL_MAULE_FV,2.5,,,,,
SOLAR_5,SOL_DEL_NORTE_FV,2.96,,,,,
SOLAR_5,SOL_SANTA_INES_FV,2.7,,,,,
SOLAR_5,TAMBO_REAL_FV,2.93,,,,,
SOLAR_5,TEPU_FV,6,,,,,
SOLAR_5,TES_SOLAR_FV,2.6,,,,,
SOLAR_5,TOPACIO_FV,3,,,,,
SOLAR_5,TRES_AGUAS,6.8,,,,,
SOLAR_5,TRICAHUE_2_FV,9,,,,,
SOLAR_5,TRICA_DOS_FV,2.8,,,,,
SOLAR_5,TRIGAL_FV,9,,,,,
SOLAR_5,TURQUIA_FV,1.5,,,,,
SOLAR_5,TUTUVEN_FV,9,,,,,
SOLAR_5,VELASCO_FV,5,,,,,
SOLAR_5,VENTURADA_FV,9,,,,,
SOLAR_5,VILLA_LONGAVI_FV,9,,,,,
SOLAR_5,VILLA_PRAT_FV,2.96,,,,,
SOLAR_5,VILLA_SECA_FV,3,,,,,
SOLAR_5,VIOLETA_LAUTARO_FV,9,,,,,
SOLAR_5,VITUCO_2B_FV,3,,,,,
SOLAR_5,WATTS_LONQUEN_FV,0.9,,,,,
SOLAR_5,YUNGAY_2_TRILALEO_FV,9,,,,,
SOLAR_5,ZORZAL_FV,3,,,,,
SOLAR_6,ALCON_FV,9,,,,,
SOLAR_6,ALHUE_A3_FV,3,,,,,
SOLAR_6,ALHUE_FV,6,,,,,
SOLAR_6,ALHUE_SUNLIGHT_FV,9,,,,,
SOLAR_6,ALICAHUE_FV,3,,,,,
SOLAR_6,ALTURAS_DE_OVALLE_FV,6,,,,,
SOLAR_6,ANUNUCA_DEL_VERANO_FV,3,,,,,
SOLAR_6,ARIZTIA_FV,2.8,,,,,
SOLAR_6,AVILES_FV,8.3,,,,,
SOLAR_6,BANDURRIAS_FV,1,,,,,
SOLAR_6,BELLAVISTA_FV,3,,,,,
SOLAR_6,CABILDO_FV,9,,,,,
SOLAR_6,CABILSOL_FV,3,,,,,
SOLAR_6,CAIMANES_FV,9,,,,,
SOLAR_6,CALLE_LARGA_FV,3,,,,,
SOLAR_6,CANESA_1_FV,3,,,,,
SOLAR_6,CANTERA_FV,2.9,,,,,
SOLAR_6,CARACAS_2_FV,9,,,,,
SOLAR_6,CASUTO_FV,3,,,,,
SOLAR_6,CHACABUCO_FV,9,,,,,
SOLAR_6,CHALINGA_FV,3,,,,,
SOLAR_6,CHICUREO_FV,9,,,,,
SOLAR_6,CHUCHINI_FV,2.88,,,,,
SOLAR_6,CLEMENTINA_SOLAR_FV,6,,,,,
SOLAR_6,COLCHAGUA_FV,2.7,,,,,
SOLAR_6,CONDOR_CHEPICA_ETAPA_2_FV,3,,,,,
SOLAR_6,CONDOR_CHEPICA_FV,3,,,,,
SOLAR_6,CONDOR_LIGUA_2_FV,6,,,,,
SOLAR_6,CONDOR_LO_CHACON_2_FV,3,,,,,
SOLAR_6,CONDOR_MINILLAS_2_FV,3,,,,,
SOLAR_6,CRUZ_SOLAR_1_FV,3,,,,,
SOLAR_6,DONA_CARMEN_FV,34.542,,,,,
SOLAR_6,DON_JORGE_FV,3,,,,,
SOLAR_6,DON_RENATO_FV,2.9,,,,,
SOLAR_6,EA_SF_PICHILEMU_FV,3,,,,,
SOLAR_6,EL_BOCO_FV,7.7,,,,,
SOLAR_6,EL_MANZANO_FV,87,,,,,
SOLAR_6,EL_PELICANO_FV,105.032,,,,,
SOLAR_6,EL_PIQUERO_FV,3,,,,,
SOLAR_6,EL_QUEMADO_FV,3,,,,,
SOLAR_6,EL_ROMERO_FV,196,,,,,
SOLAR_6,EL_SAUCE_FV,3,,,,,
SOLAR_6,EL_SHARON_FV,3,,,,,
SOLAR_6,EL_TRIUNFO_FV,9,,,,,
SOLAR_6,ENCON_SOLAR_FV,8.64,,,,,
SOLAR_6,ESFENA_FV,6,,,,,
SOLAR_6,FARAMALLA_FV,3,,,,,
SOLAR_6,FILOMENA_FV,3,,,,,
SOLAR_6,FLORENCIA_FV,9,,,,,
SOLAR_6,FV_Polpaico01,350,,,,,
SOLAR_6,GUADALAO_FV,3,,,,,
SOLAR_6,GUADALUPE_FV,5.6,,,,,
SOLAR_6,GUARANA_FV,3,,,,,
SOLAR_6,HORNITOS_FV,0.35,,,,,
SOLAR_6,ICB_FV,0.3,,,,,
SOLAR_6,INGENIO_FV,9,,,,,
SOLAR_6,JAHUEL_FV,6,,,,,
SOLAR_6,JARDIN_SOLAR_PETORCA_FV,9,,,,,
SOLAR_6,JAURURO_FV,3,,,,,
SOLAR_6,KONDA_FV,3,,,,,
SOLAR_6,LAGUNILLA_FV,2.96,,,,,
SOLAR_6,LAS_CHACRAS_FV,3,,,,,
SOLAR_7,LAS_HORTENCIAS_FV,3,,,,,
SOLAR_7,LAS_TORCAZAS_FV,3,,,,,
SOLAR_7,LAS_TORTOLAS_DEL_VERANO_FV,9,,,,,
SOLAR_7,LA_BRUJULA_FV,2.9,,,,,
SOLAR_7,LA_CHAPEANA_FV,2.8,,,,,
SOLAR_7,LA_ESTANCIA_FV,3,,,,,
SOLAR_7,LA_FORESTA_FV,2.8,,,,,
SOLAR_7,LA_LIGUA_FV,3,,,,,
SOLAR_7,LA_SILLA_FV,1.9,,,,,
SOLAR_7,LIQUIDAMBAR_FV,9,,,,,
SOLAR_7,LLANCAY_FV,9,,,,,
SOLAR_7,LOS_JOTES_FV,3,,,,,
SOLAR_7,LOS_PALTOS_FV,2.5,,,,,
SOLAR_7,LO_CHACON_FV,3,,,,,
SOLAR_7,MAIMALICAN_FV,9,,,,,
SOLAR_7,MAITENLAHUE_FV,2.9,,,,,
SOLAR_7,MARCHIGUE_7_FV,3,,,,,
SOLAR_7,MARIN_FV,3,,,,,
SOLAR_7,MARTIN_PESCADOR_FV,3,,,,,
SOLAR_7,MAUCO_2_FV,3,,,,,
SOLAR_7,MONTT_SOLAR_FV,3,,,,,
SOLAR_7,NEWENTUN_FV,6,,,,,
SOLAR_7,NORTE_CHICO_1_FV,2,,,,,
SOLAR_7,OCOA_FV,2.9,,,,,
SOLAR_7,OLIVILLO_FV,9,,,,,
SOLAR_7,PALERMO_FV,9,,,,,
SOLAR_7,PAMA_FV,1.99,,,,,
SOLAR_7,PANQUEHUE_2_FV,6,,,,,
SOLAR_7,PEDREROS_FV,3,,,,,
SOLAR_7,PILPILEN_FV,2.7,,,,,
SOLAR_7,PULLALLI_FV,3,,,,,
SOLAR_7,REXNER_FV,3,,,,,
SOLAR_7,RINCONADA_ALCONES_FV,9,,,,,
SOLAR_7,RODEO_FV,2.9,,,,,
SOLAR_7,SANTA_JULIA_FV,3,,,,,
SOLAR_7,SANTA_LAURA_FV,3,,,,,
SOLAR_7,SANTA_MARGARITA_FV,3,,,,,
SOLAR_7,SANTUARIO_FV,3,,,,,
SOLAR_7,SAN_RAMIRO_FV,9,,,,,
SOLAR_7,SDGx01_FV,1.258,,,,,
SOLAR_7,SGT_CATAPILCO_FV,9,,,,,
SOLAR_7,SLK_808_FV,3,,,,,
SOLAR_7,SLK_CB_NUEVE_FV,3,,,,,
SOLAR_7,SOL_DE_VALLENAR_FASE_2_FV,250,,,,,
SOLAR_7,TALHUEN_FV,3,,,,,
SOLAR_7,TIJERAL_FV,3,,,,,
SOLAR_7,Tagua Tagua,160,,,,,
SOLAR_7,UTFSM_VALPARAISO_FV,0.1,,,,,
SOLAR_7,UTFSM_VALPARAISO_VALDES_FV,0.215,,,,,
SOLAR_7,UTFSM_VINA_DEL_MAR_FV,0.5,,,,,
SOLAR_7,VILLA_2_FV,6,,,,,
SOLAR_7,WARAIRA_FV,2.8,,,,,
SOLAR_7,YELLOWSTONE_1_FV,3.5,,,,,
SOLAR_7,YELLOWSTONE_2_FV,3.5,,,,,
SOLAR_8,ALAMEDA_FV,9,,,,,
SOLAR_8,ALSOL_FV,9,,,,,
SOLAR_8,ALTO_BELLAVISTA_SUN_FV,7.9,,,,,
SOLAR_8,ANTONIA_FV,3,,,,,
SOLAR_8,AROMO_VERANO_FV,3,,,,,
SOLAR_8,ARTEMISA_FV,3,,,,,
SOLAR_8,AYLA_FV,9,,,,,
SOLAR_8,BARRANCON_FV,9,,,,,
SOLAR_8,BELENOS_TILTIL_FV,9,,,,,
SOLAR_8,BELEN_FV,6,,,,,
SOLAR_8,CAITI_FV,3,,,,,
SOLAR_8,CANDELARIA_FV,3,,,,,
SOLAR_8,CANTILLANA_FV,9,,,,,
SOLAR_8,CASTANO_FV,8.6,,,,,
SOLAR_8,CATEMU_FV,2,,,,,
SOLAR_8,CHAGUAL_FV,9,,,,,
SOLAR_8,CHAMPA_FV,7.6,,,,,
SOLAR_8,COINCO_FV,2.8,,,,,
SOLAR_8,COLTAUCO_ALMENDRO_FV,2.9,,,,,
SOLAR_8,CONTY_FV,8.2,,,,,
SOLAR_8,CORRALES_DEL_VERANO_FV,9,,,,,
SOLAR_8,DARLIN_FV,9,,,,,
SOLAR_8,DON_ANDRONICO_FV,2.8,,,,,
SOLAR_8,DON_CHACHO_FV,8.1,,,,,
SOLAR_8,DON_SIMON_FV,7,,,,,
SOLAR_8,EA_SF_GRANEROS_FV,3,,,,,
SOLAR_8,EL_CARAMELO_FV,9,,,,,
SOLAR_8,EL_CARDENAL_FV,3,,,,,
SOLAR_8,EL_HUASO_FV,2.7,,,,,
SOLAR_8,EL_LITRE_2_FV,9,,,,,
SOLAR_8,EL_LORETO_FV,2.7,,,,,
SOLAR_8,EL_MANZANO_HUECHUN_FV,9,,,,,
SOLAR_8,EL_PARRA_SOLAR_FV,9,,,,,
SOLAR_8,EL_PERAL_FV,9,,,,,
SOLAR_8,EL_RANCHILLO_FV,9,,,,,
SOLAR_8,ENCINO_FV,2.6,,,,,
SOLAR_8,ESTERO_FV,2.7,,,,,
SOLAR_8,FARDELA_NEGRA_FV,3,,,,,
SOLAR_8,GABARDO_AMP_FV,6,,,,,
SOLAR_8,GABARDO_VERANO_FV,3,,,,,
SOLAR_8,GARZAS_FV,3,,,,,
SOLAR_8,GR_PEUMO_FV,8,,,,,
SOLAR_8,GUANACO_1_FV,3,,,,,
SOLAR_8,HEFESTO_FV,9,,,,,
SOLAR_8,IDAHUE_DEL_VERANO_FV,3,,,,,
SOLAR_8,INTERLOCUTOR_FV,2.7,,,,,
SOLAR_8,ISIS_FV,9,,,,,
SOLAR_8,JAVIERA_CARRERA_FV,9,,,,,
SOLAR_8,LAS_CABRAS_FV,2.77,,,,,
SOLAR_8,LAS_MERCEDES_1_FV,3,,,,,
SOLAR_8,LAS_TENCAS_FV,9,,,,,
SOLAR_8,LA_COLONIA_FV,9,,,,,
SOLAR_8,LA_GAMBOINA_FV,5,,,,,
SOLAR_8,LA_MURALLA_FV,2.5,,,,,
SOLAR_8,LA_PAZ_FV,9,,,,,
SOLAR_8,LA_QUINTRALA_FV,0.9,,,,,
SOLAR_8,LIMA_FV,3,,,,,
SOLAR_8,LINGUE_FV,3,,,,,
SOLAR_8,LIRIOS_DE_CHUMAQUITO_FV,8.5,,,,,
SOLAR_8,LIRIOS_FV,9,,,,,
SOLAR_8,LIRIO_SOLAR_FV,9,,,,,
SOLAR_8,LITORAL_FV,9,,,,,
SOLAR_8,LOMA_TENDIDA_DEL_VERANO_FV,3,,,,,
SOLAR_8,LORETO_FV,2.97,,,,,
SOLAR_8,LOROS_TRICAHUES_FV,3,,,,,
SOLAR_8,LOS_CISNES_FV,6,,,,,
SOLAR_8,LOS_HUERTOS_FV,9,,,,,
