Cluster,name,capacity,,,,,
SOLAR_8,LOS_LAGOS_FV,2.2,,,,,
SOLAR_8,LOS_MAGNOLIOS_FV,3,,,,,
SOLAR_8,LOS_MORROS_1_FV,0.9,,,,,
SOLAR_8,LOS_TAURETES_FV,3,,,,,
SOLAR_8,LO_MIRANDA_FV,6,,,,,
SOLAR_8,MACAO_FV,9,,,,,
SOLAR_8,MALLOA_SUNLIGHT_FV,9,,,,,
SOLAR_8,MALLOCO_FV,9,,,,,
SOLAR_8,MARGARITA_SOLAR_FV,9,,,,,
SOLAR_8,MELI_FV,9,,,,,
SOLAR_8,MORA_FV,3,,,,,
SOLAR_8,NAN_FV,6.7,,,,,
SOLAR_8,PARQUE_DEL_SOL_FV,9,,,,,
SOLAR_8,PARQUE_MARGARITA_FV,3.9,,,,,
SOLAR_8,PATRICIA_VERANO_FV,9,,,,,
SOLAR_8,PENAFLOR_1_FV,2.5,,,,,
SOLAR_8,PENAFLOR_FV,9,,,,,
SOLAR_8,PEPA_SOLAR_1_FV,9,,,,,
SOLAR_8,PESARO_FV,3,,,,,
SOLAR_8,PICUNCHE_FV,9,,,,,
SOLAR_8,PIRINCHO_FV,3,,,,,
SOLAR_8,PITOTOY_FV,3,,,,,
SOLAR_8,PITRA_FV,3,,,,,
SOLAR_8,PLOMO_DEL_VERANO_FV,2.4,,,,,
SOLAR_8,PSF_HORIZONTE_FV,6,,,,,
SOLAR_8,PUEBLO_HUNDIDO_FV,2.8,,,,,
SOLAR_8,PVP_LA_ROSA_AMP_FV,0.7,,,,,
SOLAR_8,PVP_LA_ROSA_FV,5.3,,,,,
SOLAR_8,PVP_MAYOS_FV,2.3,,,,,
SOLAR_8,QUELTEHUE_FV,3,,,,,
SOLAR_8,QUEMADOS_FV,7,,,,,
SOLAR_8,QUILAPILAN_FV,2.9,,,,,
SOLAR_8,RENGO_FV,7,,,,,
SOLAR_8,RINCONADA_FV,8,,,,,
SOLAR_8,RIO_PEUCO_FV,2.8,,,,,
SOLAR_8,ROQUE_FV,9,,,,,
SOLAR_8,ROSARIO_FV,4.9,,,,,
SOLAR_8,RUCAPAINE_FV,9,,,,,
SOLAR_8,R_INE_A_FV,2.6,,,,,
SOLAR_8,SANTA_AMELIA_FV,3,,,,,
SOLAR_8,SANTA_BLANCA_ISLA_MAIPO_FV,2.4,,,,,
SOLAR_8,SANTA_CRUZ_FV,9,,,,,
SOLAR_8,SANTA_ELIZABETH_FV,9,,,,,
SOLAR_8,SANTA_EMILIA_FV,9,,,,,
SOLAR_8,SANTA_INES_SUNRAY_FV,8,,,,,
SOLAR_8,SAN_RAMON_FV,9,,,,,
SOLAR_8,SAN_VICENTE_TT_P1_FV,9,,,,,
SOLAR_8,SOLFERINO_SOLAR_FV,9,,,,,
SOLAR_8,TALAGANTE_1_FV,1.2,,,,,
SOLAR_8,TALAGANTE_2_FV,7,,,,,
SOLAR_8,TARANTO_FV,9,,,,,
SOLAR_8,TREBAL_SOLAR_FV,3,,,,,
SOLAR_8,TUCUQUERE_FV,3,,,,,
SOLAR_8,VICENTE_FV,2.8,,,,,
SOLAR_8,VIOLETA_FV,7.3,,,,,
SOLAR_8,YAHUTELA_FV,6,,,,,
SOLAR_9,AEROPUERTO_FV,5.5,,,,,
SOLAR_9,ALBATROS_FV,1.3,,,,,
SOLAR_9,ALDEBARAN_FV,6,,,,,
SOLAR_9,ALGARROBO_V_FV,3,,,,,
SOLAR_9,ALTOS_TILTIL_FV,3,,,,,
SOLAR_9,AMANCAY_FV,9,,,,,
SOLAR_9,ARGOMEDO_FV,8,,,,,
SOLAR_9,BARCELONA_FV,9,,,,,
SOLAR_9,BELLOTO_B_FV,2.7,,,,,
SOLAR_9,BERGAMO_FV,3.8,,,,,
SOLAR_9,CABIMAS_FV,9,,,,,
SOLAR_9,CACHANAS_FV,9,,,,,
SOLAR_9,CACHIYUYO_FV,9,,,,,
SOLAR_9,CHANCON_FV,2.99,,,,,
SOLAR_9,CHILOE_FV,9,,,,,
SOLAR_9,CHIMBARONGO_NIEBLA_FV,9,,,,,
SOLAR_9,CHINCOL_FV,3,,,,,
SOLAR_9,CINTAC_FV,2.5,,,,,
SOLAR_9,CODORNIZ_FV,3,,,,,
SOLAR_9,COLLANCO_FV,9,,,,,
SOLAR_9,CURICURA_FV,9,,,,,
SOLAR_9,DON_MARIANO_FV,2.8,,,,,
SOLAR_9,DON_MATIAS_FV,2.7,,,,,
SOLAR_9,DON_RODRIGO_FV,4.5,,,,,
SOLAR_9,DRUX_2_FV,9,,,,,
SOLAR_9,EA_MAITEN_FV,3,,,,,
SOLAR_9,EL_CANELO_3_FV,3,,,,,
SOLAR_9,EL_CARPINTERO_FV,8.5,,,,,
SOLAR_9,EL_CHERCAN_FV,9,,,,,
SOLAR_9,EL_CONDOR_FV,1.3,,,,,
SOLAR_9,EL_CUERVO_FV,3,,,,,
SOLAR_9,EL_FLAMENCO_FV,9,,,,,
SOLAR_9,EL_LORO_CHOROY_FV,9,,,,,
SOLAR_9,EL_MIRLO_FV,9,,,,,
SOLAR_9,EL_PILPEN_FV,3,,,,,
SOLAR_9,EL_PITIO_FV,3,,,,,
SOLAR_9,EL_QUELTEHUE_FV,3,,,,,
SOLAR_9,EL_ROMERAL_FV,8,,,,,
SOLAR_9,EL_ZORZAL_FV,3,,,,,
SOLAR_9,ENCINA_3_FV,6,,,,,
SOLAR_9,ERINOME_FV,2.9,,,,,
SOLAR_9,FONTANA_VERANO_FV,3,,,,,
SOLAR_9,FRANCISCO_FV,3,,,,,
SOLAR_9,FV_Ancoa01,0,,,,,
SOLAR_9,GOLONDRINAS_FV,9,,,,,
SOLAR_9,GRAN_TENO_FV,200,,,,,
SOLAR_9,GR_PITAO_FV,9,,,,,
SOLAR_9,HIJUELA_FV,3,,,,,
SOLAR_9,HOMERO_FV,3,,,,,
SOLAR_9,HORMIGA_FV,2.54,,,,,
SOLAR_9,ITAHUE_3_FV,5,,,,,
SOLAR_9,ITAHUE_FV,7.5,,,,,
SOLAR_9,JILGUERO_FV,1.7,,,,,
SOLAR_9,J_SOLER_M_FV,1.33,,,,,
SOLAR_9,LAS_BANDURRIAS_FV,3,,,,,
SOLAR_9,LAS_CODORNICES_FV,3,,,,,
SOLAR_9,LAS_PERDICES_FV,3,,,,,
SOLAR_9,LAS_TERRAZAS_FV,3,,,,,
SOLAR_9,LA_ACACIA_FV,8.5,,,,,
SOLAR_9,LA_HUERTA_FV,3,,,,,
SOLAR_9,LA_QUINTA_FV,3,,,,,
SOLAR_9,LEMU_FV,5,,,,,
SOLAR_9,LEN_FV,9,,,,,
SOLAR_9,LIPANGUE_FV,3,,,,,
SOLAR_9,LOICA_FV,3,,,,,
SOLAR_9,LOMA_LOS_COLORADOS_FV,0.8,,,,,
SOLAR_9,LOS_GORRIONES_FV,3,,,,,
SOLAR_9,LOS_PLUMEROS_FV,3,,,,,
SOLAR_9,LOS_TORDOS_FV,5,,,,,
SOLAR_9,LO_MIGUEL_FV,9,,,,,
SOLAR_9,LUDERS_FV,2.6,,,,,
SOLAR_9,LUN_FV,9,,,,,
SOLAR_9,MACHICURA_FV,9,,,,,
SOLAR_9,MALAQUITA_SOLAR_FV,9,,,,,
SOLAR_9,MAULE_FV,9,,,,,
SOLAR_9,MEMBRILLO_FV,2.5,,,,,
SOLAR_9,MILAN_A_FV,3,,,,,
SOLAR_9,MILLAHUE_FV,9,,,,,
SOLAR_9,NANCAGUA_FV,6,,,,,
SOLAR_9,NILHUE_FV,1.1,,,,,
SOLAR_9,NUMPAY_FV,9,,,,,
SOLAR_9,ORILLA_DEL_MAULE_FV,6,,,,,
SOLAR_9,OVEJERIA_FV,9,,,,,
SOLAR_9,PANGUILEMO_FV,2.9,,,,,
SOLAR_9,PARAGUAY_FV,9,,,,,
SOLAR_9,PARQUE_ROMA_FV,2.8,,,,,
SOLAR_9,PENCAHUE_ESTE_FV,2.5,,,,,
SOLAR_9,PENCAHUE_FV,9,,,,,
SOLAR_9,PEQUEN_FV,2.9,,,,,
SOLAR_9,PERALILLO_FV,2.9,,,,,
SOLAR_9,PIDUCO_FV,3,,,,,
SOLAR_9,PIRQUE_FV,2.8,,,,,
SOLAR_9,PLACILLA_FV,9,,,,,
SOLAR_9,PVP_UNIHUE_FV,2.7,,,,,
SOLAR_9,QUEBRADA_DEL_SOL_FV,2.8,,,,,
SOLAR_9,QUILAPILUN_FV,103.02,,,,,
SOLAR_9,QUILVO_FV,9,,,,,
SOLAR_9,QUINANTU_FV,9,,,,,
SOLAR_9,RANGUIL_FV,2.8,,,,,
SOLAR_9,RANGUIL_NORTE_FV,2.9,,,,,
SOLAR_9,RAULI_FV,9,,,,,
SOLAR_9,RAUQUEN_FV,9,,,,,
SOLAR_9,RCU_FV,6,,,,,
SOLAR_9,RENAICO_3_FV,3,,,,,
SOLAR_9,ROMERIA_FV,9,,,,,
SOLAR_9,ROVIAN_FV,7,,,,,
SOLAR_9,SAGRADA_FAMILIA_FORTUNA_15_FV,3,,,,,
SOLAR_9,SALAMANCA_SOLAR_FV,9,,,,,
SOLAR_9,SANTA_CAROLINA_FV,3,,,,,
SOLAR_9,SANTA_FE_FV,9,,,,,
SOLAR_9,SANTA_MARTITA_FV,2.7,,,,,
SOLAR_9,SANTIAGO_SOLAR_FV,90.83,,,,,
SOLAR_9,SAN_CAMILO_FV,3,,,,,
SOLAR_9,SAN_EMILIO_1_FV,3,,,,,
SOLAR_9,SAN_FRANCISCO_FV,3,,,,,
SOLAR_9,SAN_ISIDRO_FV,3,,,,,
SOLAR_9,SAN_JAVIER_FV,6,,,,,
SOLAR_9,SAN_RAFAEL_2_FV,3,,,,,
SOLAR_9,SAN_SERAPIO_FV,9,,,,,
SOLAR_9,TALCA_FV,9,,,,,
SOLAR_9,TARWI_FV,9,,,,,
SOLAR_9,TECHOS_DE_ALTAMIRA_FV,0.15,,,,,
SOLAR_9,TENO_3_FV,3,,,,,
SOLAR_9,TENO_FV,7.4,,,,,
SOLAR_9,TIL_TIL_FV,3,,,,,
SOLAR_9,TORINO_FV,8,,,,,
SOLAR_9,UTFSM_SAN_JOAQUIN_FV,0.1,,,,,
SOLAR_9,UTFSM_VITACURA_FV,0.1,,,,,
SOLAR_9,VACCARO_FV,9,,,,,
SOLAR_9,VALLE_DE_LA_LUNA_2_FV,3,,,,,
SOLAR_9,VALLE_SOLAR_ESTE_FV,9,,,,,
SOLAR_9,VALLE_SOLAR_OESTE_FV,9,,,,,
SOLAR_9,VENEZIA_FV,9,,,,,
SOLAR_9,VERONA_FV,3,,,,,
SOLAR_9,VICHUQUEN_SANTA_ELENA_FV,9,,,,,
SOLAR_9,VILLA_ALEGRE_FV,9,,,,,
SOLAR_9,VILLA_CRUZ_FV,3,,,,,
SOLAR_9,VILLA_FV,2.739,,,,,
SOLAR_10,AGUAS_CLARAS_FV,9,,,,,
SOLAR_10,ALPHA_FV,0.8,,,,,
SOLAR_10,ALTOS_DEL_PAICO_FV,2.1,,,,,
SOLAR_10,ANAKENA_FV,9,,,,,
SOLAR_10,ANDES_2A_FV,86.3,,,,,
SOLAR_10,ANDES_2B_AMP_FV,17,,,,,
SOLAR_10,ANDES_2B_FV,180,,,,,
SOLAR_10,ANDES_4_FV,130,,,,,
SOLAR_10,ANDES_FV,21,,,,,
SOLAR_10,ANTONIA_PENON_FV,2.7,,,,,
SOLAR_10,AZABACHE_FV,59.8,,,,,
SOLAR_10,CALAMA_1_FV,9,,,,,
SOLAR_10,CAMILA_FV,9,,,,,
SOLAR_10,CANELILLO_FV,2.779,,,,,
SOLAR_10,CASABERMEJA_FV,6.9,,,,,
SOLAR_10,CAUCE_FV,9,,,,,
SOLAR_10,CERES_FV,9,,,,,
SOLAR_10,CERRO_DOMINADOR_FV,99.9,,,,,
SOLAR_10,CHIMBARONGO_FV,3,,,,,
SOLAR_10,CITRINO_FV,2.8,,,,,
SOLAR_10,COCINILLAS_FV,2.779,,,,,
SOLAR_10,CONDOR_PELVIN_FV,3,,,,,
SOLAR_10,CURACAVI_FV,2.7,,,,,
SOLAR_10,DEL_DESIERTO_FV,9,,,,,
SOLAR_10,DINAMO_FV,2.9,,,,,
SOLAR_10,DOMEYKO_FV,203.877,,,,,
SOLAR_10,DONA_ANTONIA_FV,75,,,,,
SOLAR_10,DONA_IGNA_FV,2.2,,,,,
SOLAR_10,DON_ENRIQUE_FV,9,,,,,
SOLAR_10,DON_OSCAR_FV,9,,,,,
SOLAR_10,ECLIPSE_FV,9,,,,,
SOLAR_10,EL_MONTE_AMP_FV,6,,,,,
SOLAR_10,EL_MONTE_FV,3,,,,,
SOLAR_10,EL_PALQUI_FV,2.8,,,,,
SOLAR_10,EL_RAYADOR_FV,9,,,,,
SOLAR_10,EL_SALITRAL_FV,2.97,,,,,
SOLAR_10,EMILIA_FV,3.8,,,,,
SOLAR_10,ERMITA_VERANO_FV,8.7,,,,,
SOLAR_10,ESPEJO_FV,9,,,,,
SOLAR_10,FALCON_FV,2.9,,,,,
SOLAR_10,FENIX_FV,9,,,,,
SOLAR_10,FUNDO_SAN_ISIDRO_FV,9,,,,,
SOLAR_10,GABRIELA_FV,9,,,,,
SOLAR_10,GAVIOTIN_FV,9,,,,,
SOLAR_10,GRANATE_FV,9,,,,,
SOLAR_11,HUAQUELON_FV,9,,,,,
SOLAR_11,JACARANDA_FV,3,,,,,
SOLAR_11,JAMA_1_FV,30.24,,,,,
SOLAR_11,JAMA_2_FV,22.41,,,,,
SOLAR_11,LAS_GAVIOTAS_FV,3,,,,,
SOLAR_11,LAS_MAJADAS_FV,9,,,,,
SOLAR_11,LAS_PALMAS_DEL_VERANO_FV,2.8,,,,,
SOLAR_11,LAS_ROJAS_FV,3,,,,,
SOLAR_11,LAS_TAGUAS_FV,9,,,,,
SOLAR_11,LAS_TURCAS_FV,3,,,,,
SOLAR_11,LAUREL_FV,7.5,,,,,
SOLAR_11,LA_CHIMBA_BIS_FV,2.78,,,,,
SOLAR_11,LEYDA_FV,80,,,,,
SOLAR_11,LIEBRE_DEL_VERANO_FV,9,,,,,
SOLAR_11,LIRIO_DE_CAMPO_FV,2.8,,,,,
SOLAR_11,LLANOS_DE_POTROSO_FV,9,,,,,
SOLAR_11,LOS_ANDES_FV,9,,,,,
SOLAR_11,LOS_GIRASOLES_FV,2.96,,,,,
SOLAR_11,LOS_MOLINOS_FV,9,,,,,
SOLAR_11,LOS_NOGALES_FV,9,,,,,
SOLAR_11,LO_BOZA_FV,0.8,,,,,
SOLAR_11,LUCAS_FV,9,,,,,
SOLAR_11,LUMBRERAS_FV,3,,,,,
SOLAR_11,MAKOHE_FV,9,,,,,
SOLAR_11,MALINKE_FV,3,,,,,
SOLAR_11,MANDINGA_FV,9,,,,,
SOLAR_11,MANO_FV,3,,,,,
SOLAR_11,MARAMBIO_FV,2.7,,,,,
SOLAR_11,MARIA_PINTO_FV,3,,,,,
SOLAR_11,MOMO_FV,3,,,,,
SOLAR_11,MONTE_VERANO_FV,9,,,,,
SOLAR_11,NAHUEN_FV,9,,,,,
SOLAR_11,NAZARINO_VERANO_FV,3,,,,,
SOLAR_11,NIHUE_FV,2.9,,,,,
SOLAR_11,OLIVIA_FV,3,,,,,
SOLAR_11,OLIVIER_FV,3,,,,,
SOLAR_11,ORQUIDEA_FV,3,,,,,
SOLAR_11,PAIHUEN_FV,9,,,,,
SOLAR_11,PANGUI_FV,9,,,,,
SOLAR_11,PATAGUA_8_FV,9,,,,,
SOLAR_11,PATAGUILLA_FV,9,,,,,
SOLAR_11,PENON_FV,9,,,,,
SOLAR_11,PERSEFONE_SOLAR_FV,9,,,,,
SOLAR_11,PICHIDANGUI_FV,9,,,,,
SOLAR_11,PLAZA_SUNLIGHT_FV,9,,,,,
SOLAR_11,PRETTY_FIELD_FV,2.8,,,,,
SOLAR_11,PSF_LO_SIERRA_FV,3,,,,,
SOLAR_11,PUANGUE_FV,4,,,,,
SOLAR_11,PUENTE_FV,3,,,,,
SOLAR_11,PVP_SANTA_REBECA_FV,8.9,,,,,
SOLAR_11,QUEBRADA_DE_TALCA_FV,9,,,,,
SOLAR_11,QUILLAY_FV,3,,,,,
SOLAR_11,RAMIREZ_VERANO_FV,3,,,,,
SOLAR_11,RECOLETA_FV,9,,,,,
SOLAR_11,RIMINI_SOLAR_FV,9,,,,,
SOLAR_11,RLA_FV,2.7,,,,,
SOLAR_11,ROSA_DE_SHARON_FV,6,,,,,
SOLAR_11,SALAMANCA_FV,2.9,,,,,
SOLAR_11,SALERNO_FV,2.8,,,,,
SOLAR_11,SAMO_BAJO_FV,2.8,,,,,
SOLAR_11,SAND_SOLAR_FV,9,,,,,
SOLAR_11,SANTA_ADRIANA_FV,3,,,,,
SOLAR_11,SANTA_FRANCISCA_FV,6,,,,,
SOLAR_11,SANTA_LUCIA_FV,6.9,,,,,
SOLAR_11,SANTA_MARTA_FV,5.8,,,,,
SOLAR_11,SAN_ANTONIO_MALVILLA_FV,3,,,,,
SOLAR_11,SAN_ANTONIO_SUNLIGHT_FV,7.2,,,,,
SOLAR_11,SAN_PEDRO_D_FV,3,,,,,
SOLAR_11,SAN_PEDRO_FV,3,,,,,
SOLAR_11,SG_INES_MONTANA_FV,9,,,,,
SOLAR_11,SIETE_COLORES_AMP_FV,6,,,,,
SOLAR_11,SIETE_COLORES_FV,3,,,,,
SOLAR_11,SIRIMAVO_FV,3,,,,,
SOLAR_11,SOFIA_FV,2.4,,,,,
SOLAR_11,SOL_DEL_NORTE_ANDES_FV,8.6,,,,,
SOLAR_11,SOL_DE_LILA_FV,152.28,,,,,
SOLAR_11,SOL_DE_SEPTIEMBRE_FV,9,,,,,
SOLAR_11,SOY_SOLAR_FV,3,,,,,
SOLAR_11,SUNHUNTER_FV,9,,,,,
SOLAR_11,TARA_FV,6,,,,,
SOLAR_11,TECHOS_WATTS_FV,0.9,,,,,
SOLAR_11,TREBO_FV,3,,,,,
SOLAR_11,TRINIDAD_FV,3,,,,,
SOLAR_11,VINEDOS_FV,6,,,,,
SOLAR_11,Zaldivar FV-BESS,250,,,,,
SOLAR_5,ALMEYDA_FV,52.491,,,,,
SOLAR_12,ALTO_SOLAR_FV,3,,,,,
SOLAR_12,ANDROMEDA_FV,9,,,,,
SOLAR_12,ANGAMOS_FV,9,,,,,
SOLAR_12,ANTAY_FV,9,,,,,
SOLAR_12,ARENISCA_FV,3,,,,,
SOLAR_12,ARICA_FV,9,,,,,
SOLAR_12,ARREBOL_FV,9,,,,,
SOLAR_12,ATACAMA_SOLAR_2_FV,150,,,,,
SOLAR_12,AURORA_FV,187,,,,,
SOLAR_12,BELLAVISTA_1_FV,9,,,,,
SOLAR_12,BUENAVENTURA_FV,9,,,,,
SOLAR_12,CALICHE_FV,9,,,,,
SOLAR_12,CAPRICORNIO_FV,90.37,,,,,
SOLAR_12,CAMPOS_DEL_SOL_FV,381,,,,,
SOLAR_12,CARRERA_PINTO_FV,90.93,,,,,
SOLAR_13,CEME1_FV,350,,,,,
SOLAR_13,CERESUELA_FV,9,,,,,
SOLAR_13,CHANARES_FV,36,,,,,
SOLAR_13,CHUNGUNGO_FV,9,,,,,
SOLAR_13,CKILIR_FV,9,,,,,
SOLAR_13,CKONTOR_FV,9,,,,,
SOLAR_13,CONEJO_FV,104,,,,,
SOLAR_13,CORDILLERILLA_FV,1.43,,,,,
SOLAR_13,CRUCERO_FV,2.8,,,,,
SOLAR_13,DAS_FV,8,,,,,
SOLAR_13,DIEGO_DE_ALMAGRO_FV,30,,,,,
SOLAR_13,DOLORES_FV,9,,,,,
SOLAR_13,DON_EUGENIO_FV,3,,,,,
SOLAR_13,EL_AGUILA_FV,2,,,,,
SOLAR_13,EL_ROBLE_FV,9,,,,,
SOLAR_13,ESPERANZA_2_FV,9,,,,,
SOLAR_13,ESPERANZA_FV,2.88,,,,,
SOLAR_13,FAROL_FV,9,,,,,
SOLAR_13,FINIS_TERRAE_FV,138,,,,,
SOLAR_19,FV_Parinacota01,1676.5,,,,,
SOLAR_13,GRANJA_FV,105,,,,,
SOLAR_13,HUATACONDO_FV,88.1,,,,,
SOLAR_13,JAVIERA_FV,69,,,,,
SOLAR_14,Japeado,180,,,,,
SOLAR_14,LALACKAMA_2_FV,16.3,,,,,
SOLAR_14,LALACKAMA_FV,55.5,,,,,
SOLAR_14,LAS_CHILCAS_FV,9,,,,,
SOLAR_14,LA_CRUZ_SOLAR_FV,52.0201,,,,,
SOLAR_14,LA_FRONTERA_FV,4.8,,,,,
SOLAR_14,LA_HUAYCA_2_FV,25.05,,,,,
SOLAR_14,LA_MANGA_1_FV,3.5,,,,,
SOLAR_14,LA_PERLA_DEL_NORTE_FV,9,,,,,
SOLAR_14,LINCE_FV,9,,,,,
SOLAR_14,LLANO_DE_LLAMPOS_FV,101.02,,,,,
SOLAR_14,LLAY_LLAY_FV,9,,,,,
SOLAR_14,LLUTA_SOLAR_FV,2.7,,,,,
SOLAR_14,LOCKMA_FV,9,,,,,
SOLAR_14,LOS_LOROS_FV,50,,,,,
SOLAR_14,LOS_PUQUIOS_FV,2.47,,,,,
SOLAR_14,LUZ_DEL_NORTE_FV,141,,,,,
SOLAR_14,MACARENA_FV,3,,,,,
SOLAR_14,MALGARIDA_FV,204.32,,,,,
SOLAR_14,MARCHIGUE_2_FV,9,,,,,
SOLAR_14,MARIA_ELENA_FV,67.71,,,,,
SOLAR_14,MESETA_DE_LOS_ANDES_FV,152.5,x,,,,
SOLAR_15,NUEVO_QUILLAGUA_FV,95.1,,,,,
SOLAR_15,PAMPA_CAMARONES_FV,6,,,,,
SOLAR_15,PAMPA_SOLAR_NORTE_FV,69,,,,,
SOLAR_15,PAMPA_TIGRE_FV,103.65,,,,,
SOLAR_15,PICA_FV,0.63,,,,,
SOLAR_15,PILAR_LOS_AMARILLOS_FV,3,,,,,
SOLAR_15,POBLACION_FV,3,,,,,
SOLAR_15,PORTEZUELO_FV,3,,,,,
SOLAR_15,POZO_ALMONTE_1_FV,9,,,,,
SOLAR_15,POZO_ALMONTE_2_FV,7.516,,,,,
SOLAR_15,POZO_ALMONTE_3_FV,16,,,,,
SOLAR_15,PUERTO_SECO_FV,9,,,,,
SOLAR_15,PUNTA_BAJA_SOLAR_1_FV,2,,,,,
SOLAR_15,PUNTA_DEL_VIENTO_FV,165,,,,,
SOLAR_15,PVP_CHINCHORRO_FV,9,,,,,
SOLAR_15,Pica,100,,,,,
SOLAR_15,QUEBRADA_DEL_SOL_SING_FV,7.6,,,,,
SOLAR_15,RIO_ESCONDIDO_FV,160.65,,,,,
SOLAR_15,SALVADOR_FV,68,,,,,
SOLAR_15,SANTA_CECILIA_FV,3,,,,,
SOLAR_15,SANTA_ISABEL_FV,170.19,,,,,
SOLAR_15,SANTA_ROSA_FV,9,,,,,
SOLAR_16,SAN_ANDRES_FV,48.2,,,,,
SOLAR_16,SAN_MARCOS_FV,2.9,,,,,
SOLAR_16,SOL_DEL_LOA_ETAPA_II_FV,190,,,,,
SOLAR_16,SOL_DEL_LOA_ETAPA_I_FV,110,,,,,
SOLAR_16,TAMAYA_FV,115.03,,,,,
SOLAR_16,Socompa,250,,,,,
SOLAR_16,TACNA_FV,9,,,,,
SOLAR_16,TAMARUGO_FV,3,,,,,
SOLAR_17,SOL_DE_DESIERTO_FV,225.51,,,,,
SOLAR_17,TARUCA_FV,9,,,,,
SOLAR_17,Tirana Oeste,120,,,,,
SOLAR_17,VALLE_DEL_SOL_FV,149.9,,,,,
SOLAR_17,VALLE_ESCONDIDO_FV,107.66,,,,,
SOLAR_17,WILLKA_FV,98,,,,,
SOLAR_17,ZATURNO_FV,9,,,,,
