Cluster,name,capacity
SOLAR_15,ALTURAS_DE_OVALLE_FV,6
SOLAR_15,ANAKENA_FV,9
SOLAR_15,ARIZTIA_FV,2.8
SOLAR_15,BELLAVISTA_FV,3
SOLAR_15,CABILSOL_FV,3
SOLAR_15,CALLE_LARGA_FV,3
SOLAR_15,CANELILLO_FV,2.779
SOLAR_15,CANESA_1_FV,3
SOLAR_15,CASUTO_FV,3
SOLAR_15,CHALINGA_FV,3
SOLAR_15,CHUCHINI_FV,2.88
SOLAR_15,COCINILLAS_FV,2.779
SOLAR_15,CRUZ_SOLAR_I_FV,3
SOLAR_15,DONA_CARMEN_FV,34.542
SOLAR_15,DON_ENRIQUE_FV,9
SOLAR_15,EL_BOCO_FV,3
SOLAR_15,EL_PELICANO_FV,105.032
SOLAR_15,EL_PIQUERO_FV,3
SOLAR_15,EL_ROMERO_FV,196
SOLAR_15,EL_SALITRAL_FV,2.97
SOLAR_15,EL_SAUCE_FV,3
SOLAR_15,ENCON_SOLAR_FV,8.64
SOLAR_15,GABRIELA_FV,9
SOLAR_15,GRANATE_FV,9
SOLAR_15,HORNITOS_FV,0.35
SOLAR_15,HUAQUELON_FV,9
SOLAR_15,JACARANDA_FV,3
SOLAR_15,JAURURO_FV,3
SOLAR_15,LAGUNILLA_FV,2.96
SOLAR_15,LAS_MAJADAS_FV,9
SOLAR_15,LAS_ROJAS_FV,3
SOLAR_15,LA_CHAPEANA_FV,2.8
SOLAR_15,LA_CHIMBA_BIS_FV,2.78
SOLAR_15,LA_SILLA_FV,1.9
SOLAR_15,LLANOS_DE_POTROSO_FV,9
SOLAR_15,MARIN_FV,3
SOLAR_15,NORTE_CHICO_1_FV,2
SOLAR_15,OCOA_FV,2.9
SOLAR_15,OLIVILLO_FV,9
SOLAR_15,Ovalle 023 VI,80
SOLAR_15,PAMA_FV,1.99
SOLAR_15,PANQUEHUE_2_FV,6
SOLAR_15,PEDREROS_FV,3
SOLAR_16,PFV_Sol_de_Vallenar,264.5974685
SOLAR_16,PRETTY_FIELD_FV,2.8
SOLAR_16,RECOLETA_FV,9
SOLAR_16,RODEO_FV,2.9
SOLAR_16,SANTA_FRANCISCA_FV,6
SOLAR_16,SANTA_JULIA_FV,3
SOLAR_16,SANTA_LAURA_FV,3
SOLAR_16,SANTUARIO_FV,3
SOLAR_16,SDGx01_FV,1.258
SOLAR_16,SUNHUNTER_FV,9
SOLAR_16,Sierra Gorda Solar,375
SOLAR_16,TALHUEN_FV,3
SOLAR_16,UTFSM_VALPARAISO_FV,0.1
SOLAR_16,UTFSM_VALPARAISO_VALDES_FV,0.215
SOLAR_16,UTFSM_VINA_DEL_MAR_FV,0.5
SOLAR_16,VILLA_PRAT_V_FV,2.95
SOLAR_2,ALHUE_FV,6
SOLAR_2,AVILES_FV,8.3
SOLAR_2,CAIMI_FV,0.2
SOLAR_2,CANTERA_FV,2.9
SOLAR_2,CHICAUMA_VERANO_FV,9
SOLAR_2,COLCHAGUA_FV,2.7
SOLAR_2,CONDOR_FV,9
SOLAR_2,DON_JORGE_FV,3
SOLAR_2,EL_BOCO_AMPL_FV,4.7
SOLAR_2,ESCORIAL_VERANO_FV,3
SOLAR_2,FARAMALLA_FV,3
SOLAR_2,FUSTER_DEL_VERANO_FV,9
SOLAR_2,FV testigo 1,250
SOLAR_2,GUADALAO_FV,3
SOLAR_2,KAUFMANN_FV,1
SOLAR_2,LAS_CHACRAS_FV,3
SOLAR_2,LAS_TORCAZAS_FV,3
SOLAR_2,LA_ESTANCIA_FV,3
SOLAR_2,LA_FORESTA_FV,2.8
SOLAR_2,LOS_TILOS_FV,3.5
SOLAR_2,MAITENES_FV,9
SOLAR_2,MANAO_FV,3
SOLAR_2,MARCHIGUE_7_FV,3
SOLAR_2,NEWENTUN_FV,6
SOLAR_2,OVALLE_NORTE_FV,9
SOLAR_2,PALERMO_FV,9
SOLAR_2,PILPILEN_FV,2.7
SOLAR_2,PLAYERO_3_FV,3
SOLAR_2,RUCASOL_FV,9
SOLAR_2,SANTA_INES_FV,2.95
SOLAR_2,SANTA_MARGARITA_FV,3
SOLAR_2,SAN_RAMIRO_FV,9
SOLAR_2,San Felipe 012 VII,33
SOLAR_3,ALCALDESA_FV,6
SOLAR_3,ALMEYDA_FV,52.491
SOLAR_3,ALTOS_DEL_PAICO_FV,2.1
SOLAR_3,ALTO_SOLAR_FV,3
SOLAR_3,AMPARO_DEL_SOL_FV,3
SOLAR_3,ANDES_2A_FV,68.58
SOLAR_3,ANDES_FV,21
SOLAR_3,AVEL_FV,9
SOLAR_3,AZABACHE_FV,59.8
SOLAR_3,BERRUECO_FV,9
SOLAR_3,BICENTENARIO_FV,2.8
SOLAR_3,BULNES_LOS_BARONES_FV,2.9
SOLAR_3,CABRERO_FV,9
SOLAR_3,CALAMA_1_FV,9
SOLAR_3,CANCURA_2_FV,2.8
SOLAR_3,CARACOLES_FV,2.7
SOLAR_3,CASAS_BLANCAS_FV,2
SOLAR_3,CATAN_SOLAR_FV,3
SOLAR_3,CEME1,480
SOLAR_4,CENTAURO_FV,9
SOLAR_4,CERRO_DOMINADOR_FV,99.9
SOLAR_4,CHIMBARONGO_FV,3
SOLAR_4,CHUCAO_FV,3
SOLAR_4,CIPRES_FV,9
SOLAR_4,COCHARCAS_FV,2.8
SOLAR_4,COIHUECO_S_C_FV,3
SOLAR_4,COIHUECO_V_M_FV,3
SOLAR_4,CONEJO_FV,104
SOLAR_4,CORDILLERILLA_FV,1.43
SOLAR_4,CORTIJO_FV,9
SOLAR_4,CRUCERO_FV,2.8
SOLAR_4,CRUCERO_SOLAR_FV,3
SOLAR_4,CUZCUZ_FV,3
SOLAR_4,DADINCO_FV,3
SOLAR_4,DEL_DESIERTO_FV,9
SOLAR_4,DIEGO_DE_ALMAGRO_FV,30
SOLAR_4,DOMEYKO_FV,186.2
SOLAR_4,DONIHUE_FV,7.5
SOLAR_4,DON_EUGENIO_FV,3
SOLAR_4,ECLIPSE_FV,9
SOLAR_4,EL_CERNICALO_1_FV,1.5
SOLAR_4,EL_CERNICALO_2_FV,1.5
SOLAR_4,EL_DIVISADERO_FV,3
SOLAR_4,EL_MONTE_FV,3
SOLAR_4,EL_PIUQUEN_FV,3
SOLAR_4,EL_RESPLANDOR_FV,2.63
SOLAR_4,EL_ROBLE_FV,9
SOLAR_4,EL_TRILE_FV,9
SOLAR_4,ESPERANZA_2_FV,9
SOLAR_4,ESPERANZA_FV,2.88
SOLAR_4,FULGOR_FV,2.6
SOLAR_4,GRANADA_FV,9
SOLAR_4,HUAPE_FV,2.8
SOLAR_4,ILLAPEL_5_FV,3
SOLAR_4,JAMA_1_FV,30.24
SOLAR_4,JAMA_2_FV,22.41
SOLAR_4,LAS_CATITAS_FV,9
SOLAR_4,LAS_LECHUZAS_FV,3
SOLAR_4,LAS_MOLLACAS_FV,2.8
SOLAR_4,LAS_PALOMAS_FV,3
SOLAR_4,LAS_TORTOLAS_FV,3
SOLAR_4,LAS_TURCAS_FV,3
SOLAR_4,LAUREL_FV,7.5
SOLAR_4,LA_BLANQUINA_1_FV,9
SOLAR_4,LA_FRONTERA_FV,4.8
SOLAR_4,LA_HUAYCA_2_FV,25.05
SOLAR_4,LA_LAJUELA_FV,6.6
SOLAR_4,LA_MANGA_1_FV,3.5
SOLAR_4,LA_PALMA_FV,9
SOLAR_5,LINARES_SAN_ANTONIO_FV,2.9
SOLAR_5,LINARES_SOLAR_FV,9
SOLAR_5,LINARES_VDN_FV,3
SOLAR_5,LIRIO_DE_CAMPO_FV,2.8
SOLAR_5,LOMAS_COLORADAS_FV,2
SOLAR_5,LOS_ANDES_FV,9
SOLAR_5,LOS_LIBERTADORES_FV,8
SOLAR_5,LOS_MOLINOS_FV,9
SOLAR_5,LOS_PATOS_FV,3
SOLAR_5,LOS_PUQUIOS_FV,2.47
SOLAR_5,LUCE_SOLAR_FV,2.9
SOLAR_5,LUCUMO_FV,3
SOLAR_5,LUMBRERAS_FV,3
SOLAR_5,LUNA_DEL_NORTE_FV,2.96
SOLAR_5,LUNA_FV,2.68
SOLAR_5,MALINKE_FV,3
SOLAR_5,MANDINGA_FV,9
SOLAR_5,MARAMBIO_FV,2.7
SOLAR_5,MARCHIGUE_2_FV,9
SOLAR_5,MARIA_PINTO_FV,3
SOLAR_5,MECO_CHILLAN_FV,6
SOLAR_5,MERCURIO_SUR_FV,3
SOLAR_5,MOSTAZAL_FV,9
SOLAR_5,MOYA_FV,9
SOLAR_5,MUTUPIN_FV,9
SOLAR_5,NAHUEN_FV,9
SOLAR_5,NIHUE_FV,2.9
SOLAR_5,NIQUEN_FV,3
SOLAR_5,PACHIRA_FV,9
SOLAR_5,PICA_1_FV,0.63
SOLAR_5,PICURIO_FV,3
SOLAR_5,PILAR_LOS_AMARILLOS_FV,3
SOLAR_5,PLAYERITO_FV,3
SOLAR_5,PLAYERO_FV,3
SOLAR_5,PMGD FV Quillon,3
SOLAR_5,POBLACION_FV,3
SOLAR_5,PORTEZUELO_FV,3
SOLAR_5,PSF_LO_SIERRA_FV,3
SOLAR_5,PUELCHE_FV,2.6
SOLAR_5,QUEULE_FV,7
SOLAR_5,QUILLAY_FV,3
SOLAR_5,RLA_FV,2.7
SOLAR_5,SALERNO_FV,2.8
SOLAR_5,SANTA_ADRIANA_FV,3
SOLAR_5,SANTA_CLARA_FV,3
SOLAR_5,SANTA_ESTER_FV,3
SOLAR_5,SANTA_LUISA_FV,2.6
SOLAR_5,SANTA_RITA_FV,2.7
SOLAR_5,SANTA_ROSA_FV,9
SOLAR_5,SAN_ANTONIO_FV,9
SOLAR_5,SAN_ANTONIO_MALVILLA_FV,3
SOLAR_5,SAN_CARLOS_FV,2.6
SOLAR_5,SAN_JAVIER_1_FV,2.5
SOLAR_5,SAN_PEDRO_FV,3
SOLAR_5,SATURNO_NORTE_FV,4.5
SOLAR_5,SAUCE_7_SOLES_FV,3
SOLAR_5,SOL_DEL_NORTE_ANDES_FV,8.6
SOLAR_5,SOL_DEL_NORTE_FV,2.96
SOLAR_5,SOL_DE_LILA_FV,152
SOLAR_5,SOL_SANTA_INES_FV,2.7
SOLAR_5,TAMBO_REAL_FV,2.93
SOLAR_5,TRICAHUE_2_FV,9
SOLAR_5,TRICA_DOS_FV,2.8
SOLAR_5,VENTURADA_FV,9
SOLAR_5,VILLA_PRAT_FV,2.96
SOLAR_5,VILLA_SECA_FV,3
SOLAR_5,VITUCO_2B_FV,3
SOLAR_5,Victoria 13.2 I,6
SOLAR_5,WATTS_LONQUEN_FV,0.9
SOLAR_6,ADELE_1_FV,2.8
SOLAR_6,ANTAY_FV,9
SOLAR_6,ANTONIA_FV,3
SOLAR_6,ASTILLAS_FV,9
SOLAR_6,ATACAMA_SOLAR_2_FV,144
SOLAR_6,Almonte,75
SOLAR_6,Arica_Solar,26
SOLAR_6,BELLAVISTA_1_FV,9
SOLAR_6,BOLERO_1_FV,135.7
SOLAR_6,BRAMADA_FV,9
SOLAR_6,CAMPOS_DEL_SOL_2_FV,369.6
SOLAR_7,CAMPOS_DEL_SOL_FV,381
SOLAR_7,CANDELARIA_FV,3
SOLAR_7,CARACAS_1_FV,9
SOLAR_7,CARACAS_2_FV,9
SOLAR_7,CARRERA_PINTO_FV,90.93
SOLAR_7,CASTILLA_FV,2.8
SOLAR_7,CATEMU_FV,2
SOLAR_7,CHACABUCO_FV,9
SOLAR_7,CHANARES_FV,36
SOLAR_7,COLTAUCO_ALMENDRO_FV,2.9
SOLAR_7,CORRALES_DEL_VERANO_FV,9
SOLAR_7,COVADONGA_FV,9
SOLAR_7,Cardones_FV,37.04364559
SOLAR_7,Carrera_Pinto_II,50
SOLAR_7,DARLIN_FV,9
SOLAR_7,DAS_FV,8
SOLAR_8,DIEGO_ALMAGRO_SUR_FV,212
SOLAR_8,DON_ANDRONICO_FV,2.8
SOLAR_8,EL_AGUILA_FV,2
SOLAR_8,EL_LITRE_II_FV,9
SOLAR_8,EL_NANDU_FV,3
SOLAR_8,EL_QUEMADO_FV,3
SOLAR_8,ESFENA_FV,6
SOLAR_8,ESTERO_FV,2.7
SOLAR_8,Elena_FV,270
SOLAR_8,FARDELA_NEGRA_FV,3
SOLAR_8,FILOMENA_FV,3
SOLAR_8,FINIS_TERRAE_FV,156
SOLAR_9,FINIS_TERRAE_II_FV,126.2
SOLAR_9,FOSTER_FV,3
SOLAR_9,FV_Sol_de_Atacama,85.51790182
SOLAR_9,GABARDO_VERANO_FV,3
SOLAR_9,GRANJA_FV,105
SOLAR_9,GUADALUPE_FV,5.6
SOLAR_9,GUANACO_1_FV,3
SOLAR_9,Guanaco_Solar,77
SOLAR_9,HUATACONDO_FV,88.1
SOLAR_9,ICB_FV,0.3
SOLAR_9,JAHUEL_FV,6
SOLAR_9,JAVIERA_FV,69
SOLAR_9,KONDA_FV,3
SOLAR_9,LALACKAMA_2_FV,16.3
SOLAR_9,LALACKAMA_FV,55.5
SOLAR_9,LAS_MERCEDES_I_FV,3
SOLAR_9,LAS_TENCAS_FV,9
SOLAR_9,LA_COLONIA_FV,9
SOLAR_9,LA_CRUZ_SOLAR_FV,50
