Cluster,name,capacity,,,,,
Cluster 5,PV_TIERRA,10,SOLAR_6,,,,
Cluster 5,PV_LALACKAMA_2,16.3,SOLAR_6,,,,
Cluster 5,PV_ANDES_SOLAR,21,SOLAR_6,,,,
Cluster 5,PV_MALGARIDA_1,28,SOLAR_6,,,,
Cluster 5,PV_PV_DIEGO_ALMAGRO,30,SOLAR_6,,,,
Cluster 5,PV_DONA_CARMEN,34.542,SOLAR_6,,,,
Cluster 5,PV_CARDONES,35,SOLAR_6,,,,
Cluster 5,PV_CHANARES,36,SOLAR_6,,,,
Cluster 5,PV_SAN_ANDRES,48.2,SOLAR_6,,,,
Cluster 5,PV_LOS_LOROS,50,SOLAR_6,,,,
Cluster 5,PV_ALMEYDA,52,SOLAR_6,,,,
Cluster 5,PV_LALACKAMA,55.5,SOLAR_6,,,,
Cluster 5,PV_EL_SALVADOR,68,SOLAR_6,,,,
Cluster 6,PV_JAVIERA,69,SOLAR_7,,,,
Cluster 6,PV_PAMPA_SOLAR_NORTE,69,SOLAR_7,,,,
Cluster 6,PV_SOL_DE_ATACAMA,80.8,SOLAR_7,,,,
Cluster 6,PV_LA_HUELLA,84,SOLAR_7,,,,
Cluster 6,PV_SOL_DE_LOS_ANDES,89.4,SOLAR_7,,,,
Cluster 6,PV_SANTIAGO_SOLAR,90.83,SOLAR_7,,,,
Cluster 6,PV_CARRERA_PINTO,90.93,SOLAR_7,,,,
Cluster 6,PV_LLANO_LLAMPOS,95,SOLAR_7,,,,
Cluster 6,PV_TRES_CRUCES,98,SOLAR_7,,,,
Cluster 6,PV_DIEGO_DE_ALMAGRO_SUR_2,100,SOLAR_7,,,,
Cluster 6,PV_SOL_DE_VARAS,100.8,SOLAR_7,,,,
Cluster 6,PV_QUILAPILUN,103.2,SOLAR_7,,,,
Cluster 7,PV_CONEJO,104.5,SOLAR_8,,,,
Cluster 7,PV_DIEGO_DE_ALMAGRO_SUR_1,105,SOLAR_8,,,,
Cluster 7,PV_VALLE_ESCONDIDO,105,SOLAR_8,,,,
Cluster 7,PV_PELICANO,107.259,SOLAR_8,,,,
Cluster 7,PV_SOL_DE_VALLENAR_2,125,SOLAR_8,,,,
Cluster 7,PV_TIRANA_OESTE,133,SOLAR_8,,,,
Cluster 7,PV_LUZ_DEL_NORTE,141,SOLAR_8,,,,
Cluster 8,PV_TAMARICO,144.7,SOLAR_9,,,,
Cluster 8,PV_RIO_ESCONDIDO,145,SOLAR_9,,,,
Cluster 8,PV_MESETA_DE_LOS_ANDES,152.5,SOLAR_9,,,,
Cluster 8,PV_SOL_DE_LILA,161.3,SOLAR_9,,,,
Cluster 8,PV_MALGARIDA_2,172.7,SOLAR_9,,,,
Cluster 9,PV_EL_ROMERO,196,SOLAR_10,,,,
Cluster 9,PV_CAMPOS_DEL_SOL_2,369.6,SOLAR_10,,,,
Cluster 9,PV_CAMPOS_DEL_SOL,375,SOLAR_10,,,,
Cluster 10,PV_UTFSM_SAN_JOAQUIN,0.1,SOLAR_11,,,,
Cluster 10,PV_UTFSM_VALPARAISO,0.1,SOLAR_11,,,,
Cluster 10,PV_UTFSM_VALPARAISO_VALDES,0.1,SOLAR_11,,,,
Cluster 10,PV_UTFSM_VITACURA,0.1,SOLAR_11,,,,
Cluster 10,PV_UTFSM_VINA_DEL_MAR,0.5,SOLAR_11,,,,
Cluster 10,PV_WATTS_LONQUEN,0.9,SOLAR_11,,,,
Cluster 10,PV_PMGD_PARQUE_BANDURRIAS,1,SOLAR_11,,,,
Cluster 10,PV_FOTOVOLT,1.3,SOLAR_11,,,,
Cluster 10,PV_CATEMU,2,SOLAR_11,,,,
Cluster 10,PV_CINTAC,2.5,SOLAR_11,,,,
Cluster 10,PV_LA_MURALLA,2.5,SOLAR_11,,,,
Cluster 10,PV_LIRIO_DE_CAMPO,2.5,SOLAR_11,,,,
Cluster 10,PV_COLCHAGUA,2.7,SOLAR_11,,,,
Cluster 10,PV_CURACAVI,2.7,SOLAR_11,,,,
Cluster 10,PV_MARAMBIO,2.7,SOLAR_11,,,,
Cluster 10,PV_QUILLAY,2.7,SOLAR_11,,,,
Cluster 10,PV_RLA,2.7,SOLAR_11,,,,
Cluster 10,PV_PILPILEN,2.75,SOLAR_11,,,,
Cluster 10,PV_CITRINO,2.8,SOLAR_11,,,,
Cluster 10,PV_CRUCERO,2.8,SOLAR_11,,,,
Cluster 10,PV_DON_ANDRONICO,2.8,SOLAR_11,,,,
Cluster 10,PV_LA_FORESTA,2.8,SOLAR_11,,,,
Cluster 10,PV_PIRQUE,2.8,SOLAR_11,,,,
Cluster 10,PV_SALERNO,2.8,SOLAR_11,,,,
Cluster 10,PV_CANTERA,2.9,SOLAR_11,,,,
Cluster 10,PV_NIHUE,2.9,SOLAR_11,,,,
Cluster 10,PV_PUNTA_DEL_VIENTO,2.9,SOLAR_11,,,,
Cluster 10,PV_ANUNUCA_DEL_VERANO_SOLAR,3,SOLAR_11,,,,
Cluster 10,PV_AROMO_DEL_VERANO,3,SOLAR_11,,,,
Cluster 10,PV_CANDELARIA,3,SOLAR_11,,,,
Cluster 10,PV_CHIMBARONGO,3,SOLAR_11,,,,
Cluster 10,PV_CONDOR_LO_CHACON_II,3,SOLAR_11,,,,
Cluster 10,PV_CONDOR_PELVIN,3,SOLAR_11,,,,
Cluster 10,PV_CRUCERO_SOLAR,3,SOLAR_11,,,,
Cluster 10,PV_DON_RENATO,3,SOLAR_11,,,,
Cluster 10,PV_EL_MONTE,3,SOLAR_11,,,,
Cluster 10,PV_EL_PILPEN,3,SOLAR_11,,,,
Cluster 10,PV_EL_PIQUERO,3,SOLAR_11,,,,
Cluster 10,PV_EL_SAUCE,3,SOLAR_11,,,,
Cluster 10,PV_EL_SHARON,3,SOLAR_11,,,,
Cluster 10,PV_ESCORIAL_VERANO,3,SOLAR_11,,,,
Cluster 10,PV_FARDELA_NEGRA,3,SOLAR_11,,,,
Cluster 10,PV_FILOMENA,3,SOLAR_11,,,,
Cluster 10,PV_FOSTER,3,SOLAR_11,,,,
Cluster 10,PV_GABARDO_DEL_VERANO_SOLAR,3,SOLAR_11,,,,
Cluster 10,PV_GUANACO_1,3,SOLAR_11,,,,
Cluster 10,PV_HOMERO,3,SOLAR_11,,,,
Cluster 10,PV_LA_BRUJULA,3,SOLAR_11,,,,
Cluster 10,PV_LINGUE,3,SOLAR_11,,,,
Cluster 10,PV_LITRE,3,SOLAR_11,,,,
Cluster 10,PV_LOMA_TENDIDA_DEL_VERANO_SOLAR,3,SOLAR_11,,,,
Cluster 10,PV_LO_SIERRA,3,SOLAR_11,,,,
Cluster 10,PV_LUMBRERA,3,SOLAR_11,,,,
Cluster 10,PV_MARCHIGUE_7,3,SOLAR_11,,,,
Cluster 10,PV_MARIA_PINTO,3,SOLAR_11,,,,
Cluster 10,PV_NAZARINO_DEL_VERANO_SOLAR,3,SOLAR_11,,,,
Cluster 10,PV_PEDREROS,3,SOLAR_11,,,,
Cluster 10,PV_PITRA,3,SOLAR_11,,,,
Cluster 10,PV_PLANTA_FOTOVOLTAICA_PENAFLOR,3,SOLAR_11,,,,
Cluster 10,PV_PLOMO_DEL_VERANO,3,SOLAR_11,,,,
Cluster 10,PV_PMGD_LO_CHACON,3,SOLAR_11,,,,
Cluster 10,PV_POBLACION,3,SOLAR_11,,,,
Cluster 10,PV_PUENTE,3,SOLAR_11,,,,
Cluster 10,PV_QUEBRADA_DEL_SOL,3,SOLAR_11,,,,
Cluster 10,PV_SANTA_ADRIANA,3,SOLAR_11,,,,
Cluster 10,PV_SANTA_CAROLINA,3,SOLAR_11,,,,
Cluster 10,PV_SANTA_MARGARITA,3,SOLAR_11,,,,
Cluster 10,PV_SAN_ANTONIO_MALVILLA,3,SOLAR_11,,,,
Cluster 10,PV_TAURETES,3,SOLAR_11,,,,
Cluster 10,PV_TUCUQUERE,3,SOLAR_11,,,,
Cluster 10,PV_VITUCO_2B,3,SOLAR_11,,,,
Cluster 10,PV_PUANGUE,5,SOLAR_11,,,,
Cluster 10,PV_PMGD_PARQUE_SANTA_MARTA,5.8,SOLAR_11,,,,
Cluster 10,PV_ALHUE,6,SOLAR_11,,,,
Cluster 10,PV_NEWENTUN,6,SOLAR_11,,,,
Cluster 10,PV_PLANTA_FOTOVOLTAICA_BELEN,6,SOLAR_11,,,,
Cluster 10,PV_PIQUERO_E2,6.3,SOLAR_11,,,,
Cluster 10,PV_LA_LAJUELA,6.6,SOLAR_11,,,,
Cluster 10,PV_PMGD_VIOLETA,7.3,SOLAR_11,,,,
Cluster 10,PV_PAINE_(NUEVO_HORIZONTE),7.4,SOLAR_11,,,,
Cluster 10,PV_PSF_CHAMPA,7.6,SOLAR_11,,,,
Cluster 10,PV_LOS_CISNES,7.9,SOLAR_11,,,,
Cluster 10,PV_AVILES,8.3,SOLAR_11,,,,
Cluster 10,PV_PMGD_ERMITA_DEL_VERANO_SOLAR,8.7,SOLAR_11,,,,
Cluster 10,PV_CABILDO,9,SOLAR_11,,,,
Cluster 10,PV_CONDOR,9,SOLAR_11,,,,
Cluster 10,PV_DARLIN,9,SOLAR_11,,,,
Cluster 10,PV_EL_PERAL,9,SOLAR_11,,,,
Cluster 10,PV_EL_ROBLE,9,SOLAR_11,,,,
Cluster 10,PV_LA_BLANQUINA,9,SOLAR_11,,,,
Cluster 10,PV_LA_COLONIA,9,SOLAR_11,,,,
Cluster 10,PV_LITORAL,9,SOLAR_11,,,,
Cluster 10,PV_LOS_CANONES_SUNLIGHT,9,SOLAR_11,,,,
Cluster 10,PV_LOS_CORRALES_DEL_VERANO,9,SOLAR_11,,,,
Cluster 10,PV_LOS_MOLINOS,9,SOLAR_11,,,,
Cluster 10,PV_MALLOCO,9,SOLAR_11,,,,
Cluster 10,PV_MANDINGA,9,SOLAR_11,,,,
Cluster 10,PV_MELI,9,SOLAR_11,,,,
Cluster 10,PV_PALERMO,9,SOLAR_11,,,,
Cluster 10,PV_PALMILLA_CRUZ,9,SOLAR_11,,,,
Cluster 10,PV_PALTO_SUNLIGHT,9,SOLAR_11,,,,
Cluster 10,PV_PARQUE_LAS_PENITAS,9,SOLAR_11,,,,
Cluster 10,PV_PARQUE_LOS_HUERTOS,9,SOLAR_11,,,,
Cluster 10,PV_PARQUE_SOLAR_FOTOVOLTAICO_CARENA,9,SOLAR_11,,,,
Cluster 10,PV_PATRICIA_DEL_VERANO_SOLAR,9,SOLAR_11,,,,
Cluster 10,PV_PENAFLOR_1,9,SOLAR_11,,,,
Cluster 10,PV_PEPA_SOLAR_1,9,SOLAR_11,,,,
Cluster 10,PV_PLACILLA,9,SOLAR_11,,,,
Cluster 10,PV_PLANTA_FOTOVOLTAICA_SANTA_TERESITA,9,SOLAR_11,,,,
Cluster 10,PV_PMGD_ALHUE_2,9,SOLAR_11,,,,
Cluster 10,PV_PMGD_PARQUE_ALSOL,9,SOLAR_11,,,,
Cluster 10,PV_PMGD_PARQUE_BARRANCON,9,SOLAR_11,,,,
Cluster 10,PV_PMGD_PARQUE_DEL_SOL,9,SOLAR_11,,,,
Cluster 10,PV_PMGD_SAND_SOLAR,9,SOLAR_11,,,,
Cluster 10,PV_PMG_LLANCAY,9,SOLAR_11,,,,
Cluster 10,PV_PMG_PARQUE_DONA_CARMEN_RM,9,SOLAR_11,,,,
Cluster 10,PV_RUCAPAINE,9,SOLAR_11,,,,
Cluster 10,PV_SANTA_ISABEL_PMGD,9,SOLAR_11,,,,
Cluster 10,PV_SANTA_ROSA,9,SOLAR_11,,,,
Cluster 10,PV_SAN_ANTONIO,9,SOLAR_11,,,,
Cluster 10,PV_TARANTO,9,SOLAR_11,,,,
Cluster 10,PV_JAVIERA_CARRERA,11,SOLAR_11,,,,
Cluster 10,PV_SANTA_EMILIA,11,SOLAR_11,,,,
Cluster 10,PV_PARQUE_FOTOVOLTAICO_EL_MANZANO,87,SOLAR_11,,,,
Cluster 11,PV_PICA_1,0.63,SOLAR_12,,,,
Cluster 11,PV_CASAS_BLANCAS,2,SOLAR_12,,,,
Cluster 11,PV_EL_AGUILA,2,SOLAR_12,,,,
Cluster 11,PV_NORTE_CHICO_1,2,SOLAR_12,,,,
Cluster 11,PV_LOS_PUQUIOS,2.47,SOLAR_12,,,,
Cluster 11,PV_LOS_PALTOS,2.5,SOLAR_12,,,,
Cluster 11,PV_LUNA,2.68,SOLAR_12,,,,
Cluster 11,PV_LA_CHAPEANA,2.8,SOLAR_12,,,,
Cluster 11,PV_PRETTY_FIELD,2.8,SOLAR_12,,,,
Cluster 11,PV_CHUCHINI,2.88,SOLAR_12,,,,
Cluster 11,PV_SALAMANCA,2.9,SOLAR_12,,,,
Cluster 11,PV_VILLA_PRAT_V,2.95,SOLAR_12,,,,
Cluster 11,PV_LAGUNILLA,2.96,SOLAR_12,,,,
Cluster 11,PV_SOL_DEL_NORTE,2.96,SOLAR_12,,,,
Cluster 11,PV_AMPARO_DEL_SOL,3,SOLAR_12,,,,
Cluster 11,PV_CANESA_1,3,SOLAR_12,,,,
Cluster 11,PV_CHALINGA,3,SOLAR_12,,,,
Cluster 11,PV_EL_DIVISADERO,3,SOLAR_12,,,,
Cluster 11,PV_EL_FARO,3,SOLAR_12,,,,
Cluster 11,PV_EL_QUEMADO,3,SOLAR_12,,,,
Cluster 11,PV_ILLAPEL_5,3,SOLAR_12,,,,
Cluster 11,PV_JAURURO,3,SOLAR_12,,,,
Cluster 11,PV_LAS_GAVIOTAS,3,SOLAR_12,,,,
Cluster 11,PV_LAS_ROJAS,3,SOLAR_12,,,,
Cluster 11,PV_LLUTA_SOLAR,3,SOLAR_12,,,,
Cluster 11,PV_MONTT_SOLAR,3,SOLAR_12,,,,
Cluster 11,PV_PMGD_SAMO_BAJO,3,SOLAR_12,,,,
Cluster 11,PV_PROYECTO_LA_LIGUA,3,SOLAR_12,,,,
Cluster 11,PV_PSF_EL_SALITRAL,3,SOLAR_12,,,,
Cluster 11,PV_PULLALLI,3,SOLAR_12,,,,
Cluster 11,PV_SANTA_CLARA,3,SOLAR_12,,,,
Cluster 11,PV_SANTA_JULIA,3,SOLAR_12,,,,
Cluster 11,PV_SANTA_LAURA,3,SOLAR_12,,,,
Cluster 11,PV_SAN_MARCOS,3,SOLAR_12,,,,
Cluster 11,PV_SIETE_COLORES,3,SOLAR_12,,,,
Cluster 11,PV_TALHUEN,3,SOLAR_12,,,,
Cluster 11,PV_TAMARUGO,3,SOLAR_12,,,,
Cluster 11,PV_ESFENA,6,SOLAR_12,,,,
Cluster 11,PV_P_CAMARONES,6,SOLAR_12,,,,
Cluster 11,PV_SANTA_FRANCISCA,6,SOLAR_12,,,,
Cluster 11,PV_JACARANDA,6.6,SOLAR_12,,,,
Cluster 11,PV_POZO_ALMONTE_2,7.516,SOLAR_12,,,,
Cluster 11,PV_ANAKENA,9,SOLAR_12,,,,
Cluster 11,PV_CARACAS_1,9,SOLAR_12,,,,
Cluster 11,PV_CARACAS_2,9,SOLAR_12,,,,
Cluster 11,PV_CERESUELA,9,SOLAR_12,,,,
Cluster 11,PV_CERES_SOLAR,9,SOLAR_12,,,,
Cluster 11,PV_DON_ENRIQUE,9,SOLAR_12,,,,
Cluster 11,PV_GABRIELA,9,SOLAR_12,,,,
Cluster 11,PV_GAVIOTIN,9,SOLAR_12,,,,
Cluster 11,PV_GRANATE,9,SOLAR_12,,,,
Cluster 11,PV_HUAQUELON,9,SOLAR_12,,,,
Cluster 11,PV_JARDIN_SOLAR_PETORCA,9,SOLAR_12,,,,
Cluster 11,PV_LAS_CHILCAS,9,SOLAR_12,,,,
Cluster 11,PV_LAS_MAJADAS,9,SOLAR_12,,,,
Cluster 11,PV_LLANOS_DEL_POTROSO,9,SOLAR_12,,,,
Cluster 11,PV_PARQUE_TACNA,9,SOLAR_12,,,,
Cluster 11,PV_PFV_EL_RAYADOR,9,SOLAR_12,,,,
Cluster 11,PV_PFV_LAS_TAGUAS,9,SOLAR_12,,,,
Cluster 11,PV_PLANTA_FOTOVOLTAICA_ARICA,9,SOLAR_12,,,,
Cluster 11,PV_PMGD_EL_INGENIO,9,SOLAR_12,,,,
Cluster 11,PV_PMGD_MAIMALICAN,9,SOLAR_12,,,,
Cluster 11,PV_PMGD_TARUCA,9,SOLAR_12,,,,
Cluster 11,PV_PMG_BUENAVENTURA,9,SOLAR_12,,,,
Cluster 11,PV_POZO_ALMONTE_1,9,SOLAR_12,,,,
Cluster 11,PV_RECOLETA,9,SOLAR_12,,,,
Cluster 11,PV_SUNHUNTER,9,SOLAR_12,,,,
Cluster 11,PV_POZO_ALMONTE_3,16,SOLAR_12,,,,
Cluster 11,PV_LA_HUAYCA,25.05,SOLAR_12,,,,
Cluster 11,PV_TATA_INTI,78,SOLAR_12,,,,
Cluster 11,PV_DONA_ANTONIA,82.1,SOLAR_12,,,,
Cluster 11,PV_HUATACONDO,98,SOLAR_12,,,,
Cluster 11,PV_WILLKA,98,SOLAR_12,,,,
Cluster 11,PV_NUEVO_QUILLAGUA,100,SOLAR_12,,,,
Cluster 11,PV_GRANJA_PV,105,SOLAR_12,,,,
Cluster 11,PV_ATACAMA_SOLAR_2,150,SOLAR_12,,,,
Cluster 11,PV_SANTA_ISABEL_1_ETAPA_1,158.75,SOLAR_12,,,,
