Cluster,name,capacity
Cluster 2,PV_SAN_RAMIRO,2.9
Cluster 0,PV_SAN_VICENTE,8.0
Cluster 1,PV_SAN_YOLANDO,9.0
Cluster 1,PV_SATURNO_NORTE,4.5
Cluster 0,PV_SDGX01,1.258
Cluster 1,PV_SGT_CHOLGUAN,2.2
Cluster 1,PV_SGT_TUCAPEL,6.8
Cluster 4,PV_SIETE_COLORES,3.0
Cluster 2,PV_SLK_CB_NUEVE,3.0
Cluster 4,PV_SOL_DEL_NORTE,2.96
Cluster 2,PV_SOL_DEL_NORTE_ANDES,8.6
Cluster 2,PV_SOL_DE_ATACAMA,80.8
Cluster 0,PV_SOL_DE_DESIERTO_1,175.0
Cluster 0,PV_SOL_DE_DESIERTO_2,55.0
Cluster 2,PV_SOL_DE_LILA,161.3
Cluster 2,PV_SOL_DE_LOS_ANDES,89.4
Cluster 0,PV_SOL_DE_SEPTIEMBRE,9.0
Cluster 2,PV_SOL_DE_VALLENAR_2,125.0
Cluster 2,PV_SOL_DE_VARAS,100.8
Cluster 1,PV_SOL_SANTA_INES,2.7
Cluster 4,PV_SUNHUNTER,9.0
Cluster 1,PV_TALCA,9.0
Cluster 4,PV_TALHUEN,3.0
Cluster 2,PV_TAMARAMA,9.0
Cluster 2,PV_TAMARICO,144.7
Cluster 4,PV_TAMARUGO,3.0
Cluster 0,PV_TAMAYA_SOLAR,114.0
Cluster 0,PV_TAMBO_REAL,2.93
Cluster 3,PV_TARANTO,9.0
Cluster 4,PV_TATA_INTI,78.0
Cluster 3,PV_TAURETES,3.0
Cluster 0,PV_TECHOS_DE_ALTAMIRA,0.15
Cluster 2,PV_TECHOS_WATTS,0.9
Cluster 1,PV_TENO,7.4
Cluster 2,PV_TIERRA,10.0
Cluster 2,PV_TIL_TIL,3.0
Cluster 2,PV_TIRANA_OESTE,133.0
Cluster 0,PV_TOCOPILLA,200.3
Cluster 2,PV_TORCAZAS,3.0
Cluster 2,PV_TREBO,3.0
Cluster 2,PV_TRES_CRUCES,98.0
Cluster 1,PV_TRICAHUE,3.0
Cluster 0,PV_TRICA_DOS,9.0
Cluster 3,PV_TUCUQUERE,3.0
Cluster 0,PV_URIBE_SOLAR,50.0
Cluster 0,PV_USYA,52.4
Cluster 3,PV_UTFSM_SAN_JOAQUIN,0.1
Cluster 3,PV_UTFSM_VALPARAISO,0.1
Cluster 3,PV_UTFSM_VALPARAISO_VALDES,0.1
Cluster 3,PV_UTFSM_VINA_DEL_MAR,0.5
Cluster 3,PV_UTFSM_VITACURA,0.1
Cluster 0,PV_VACCARO,9.0
Cluster 0,PV_VALLE_DEL_SOL,149.9
Cluster 2,PV_VALLE_DE_LA_LUNA_2,3.0
Cluster 2,PV_VALLE_ESCONDIDO,105.0
Cluster 2,PV_VALLE_SOLAR_ESTE,9.0
Cluster 2,PV_VALLE_SOLAR_OESTE,9.0
Cluster 0,PV_VICTORIA,9.0
Cluster 1,PV_VILLA_ALEGRE,9.0
Cluster 2,PV_VILLA_ALEMANA,2.7
Cluster 1,PV_VILLA_CRUZ,3.0
Cluster 1,PV_VILLA_CRUZ_7,2.95
Cluster 1,PV_VILLA_PRAT,2.96
Cluster 4,PV_VILLA_PRAT_V,2.95
Cluster 1,PV_VILLA_SECA,3.0
Cluster 3,PV_VITUCO_2B,3.0
Cluster 3,PV_WATTS_LONQUEN,0.9
Cluster 4,PV_WILLKA,98.0
